purchase_date,total_price,promo_name,sales_after_promo,status_promo
2022-09-27,39900,,39900,Tanpa Promo
2022-09-27,27887,,27887,Tanpa Promo
2022-09-27,36975,,36975,Tanpa Promo
2022-09-27,170000,GRATIS_ONGKIR,165000,Dengan Promo
2022-09-27,129000,GRATIS_ONGKIR,124000,Dengan Promo
2022-09-27,50000,GRATIS_ONGKIR,45000,Dengan Promo
2022-09-27,1400,,1400,Tanpa Promo
2022-09-27,236370,GRATIS_ONGKIR,231370,Dengan Promo
2022-09-27,185000,GRATIS_ONGKIR,180000,Dengan Promo
2022-09-27,498000,GRATIS_ONGKIR,493000,Dengan Promo
2022-09-27,154500,,154500,Tanpa Promo
2022-09-27,50520,,50520,Tanpa Promo
2022-09-27,65873,,65873,Tanpa Promo
2022-09-27,2700,GRATIS_ONGKIR,-2300,Dengan Promo
2022-09-27,89700,,89700,Tanpa Promo
2022-09-27,97000,,97000,Tanpa Promo
2022-09-27,193800,,193800,Tanpa Promo
2022-09-27,11250,,11250,Tanpa Promo
2022-09-27,585000,,585000,Tanpa Promo
2022-09-27,17160,,17160,Tanpa Promo
2022-09-27,1850,GRATIS_ONGKIR,-3150,Dengan Promo
2022-09-27,198000,,198000,Tanpa Promo
2022-09-27,231000,GRATIS_ONGKIR,226000,Dengan Promo
2022-09-27,29900,,29900,Tanpa Promo
2022-09-28,138500,GRATIS_ONGKIR,133500,Dengan Promo
2022-09-28,390000,GRATIS_ONGKIR,385000,Dengan Promo
2022-09-28,250000,GRATIS_ONGKIR,245000,Dengan Promo
2022-09-28,1364250,,1364250,Tanpa Promo
2022-09-28,25740,GRATIS_ONGKIR,20740,Dengan Promo
2022-09-28,170000,,170000,Tanpa Promo
2022-09-28,7500,,7500,Tanpa Promo
2022-09-28,69000,,69000,Tanpa Promo
2022-10-12,168750,,168750,Tanpa Promo
2022-09-28,538000,GRATIS_ONGKIR,533000,Dengan Promo
2022-09-28,1364250,GRATIS_ONGKIR,1359250,Dengan Promo
2022-09-28,170000,GRATIS_ONGKIR,165000,Dengan Promo
2022-09-28,10000,,10000,Tanpa Promo
2022-09-28,154500,GRATIS_ONGKIR,149500,Dengan Promo
2022-09-28,85000,GRATIS_ONGKIR,80000,Dengan Promo
2022-09-28,64150,GRATIS_ONGKIR,59150,Dengan Promo
2022-09-28,85000,,85000,Tanpa Promo
2022-09-28,107728,,107728,Tanpa Promo
2022-09-28,99000,GRATIS_ONGKIR,94000,Dengan Promo
2022-09-28,81000,,81000,Tanpa Promo
2022-09-28,27000,GRATIS_ONGKIR,22000,Dengan Promo
2022-09-28,110000,GRATIS_ONGKIR,105000,Dengan Promo
2022-09-28,36800,GRATIS_ONGKIR,31800,Dengan Promo
2022-09-28,57000,,57000,Tanpa Promo
2022-09-28,119800,GRATIS_ONGKIR,114800,Dengan Promo
2022-09-28,4050,,4050,Tanpa Promo
2022-09-28,130000,GRATIS_ONGKIR,125000,Dengan Promo
2022-09-28,478800,GRATIS_ONGKIR,473800,Dengan Promo
2022-09-28,72675,,72675,Tanpa Promo
2022-09-28,222000,,222000,Tanpa Promo
2022-09-28,319200,GRATIS_ONGKIR,314200,Dengan Promo
2022-09-28,61500,GRATIS_ONGKIR,56500,Dengan Promo
2022-09-29,119800,GRATIS_ONGKIR,114800,Dengan Promo
2022-09-29,299999,,299999,Tanpa Promo
2022-09-29,1125000,,1125000,Tanpa Promo
2022-09-29,159000,GRATIS_ONGKIR,154000,Dengan Promo
2022-09-29,49500,,49500,Tanpa Promo
2022-09-29,599997,GRATIS_ONGKIR,594997,Dengan Promo
2022-09-29,260000,,260000,Tanpa Promo
2022-09-29,72750,,72750,Tanpa Promo
2022-09-29,25000,GRATIS_ONGKIR,20000,Dengan Promo
2022-09-29,75999,,75999,Tanpa Promo
2022-09-29,246500,,246500,Tanpa Promo
2022-09-29,120000,GRATIS_ONGKIR,115000,Dengan Promo
2022-09-29,435998,,435998,Tanpa Promo
2022-09-29,208500,GRATIS_ONGKIR,203500,Dengan Promo
2022-09-29,219000,GRATIS_ONGKIR,214000,Dengan Promo
2022-09-29,22900,GRATIS_ONGKIR,17900,Dengan Promo
2022-09-29,186000,GRATIS_ONGKIR,181000,Dengan Promo
2022-09-29,145000,GRATIS_ONGKIR,140000,Dengan Promo
2022-09-29,83980,,83980,Tanpa Promo
2022-09-29,150000,,150000,Tanpa Promo
2022-09-29,95000,GRATIS_ONGKIR,90000,Dengan Promo
2022-09-29,104000,,104000,Tanpa Promo
2022-09-29,180000,,180000,Tanpa Promo
2022-09-29,47000,GRATIS_ONGKIR,42000,Dengan Promo
2022-09-29,109630,,109630,Tanpa Promo
2022-09-30,687000,,687000,Tanpa Promo
2022-09-30,119800,,119800,Tanpa Promo
2022-09-30,47900,,47900,Tanpa Promo
2022-09-30,159000,GRATIS_ONGKIR,154000,Dengan Promo
2022-09-30,90000,GRATIS_ONGKIR,85000,Dengan Promo
2022-09-30,84150,,84150,Tanpa Promo
2022-09-30,256000,,256000,Tanpa Promo
2022-09-30,98500,,98500,Tanpa Promo
2022-09-30,170700,GRATIS_ONGKIR,165700,Dengan Promo
2022-09-30,151800,,151800,Tanpa Promo
2022-09-30,225900,GRATIS_ONGKIR,220900,Dengan Promo
2022-09-30,55000,GRATIS_ONGKIR,50000,Dengan Promo
2022-09-30,73000,GRATIS_ONGKIR,68000,Dengan Promo
2022-09-30,197100,GRATIS_ONGKIR,192100,Dengan Promo
2022-09-30,59000,,59000,Tanpa Promo
2022-09-30,63000,GRATIS_ONGKIR,58000,Dengan Promo
2022-09-30,750000,GRATIS_ONGKIR,745000,Dengan Promo
2022-09-30,338000,,338000,Tanpa Promo
2022-09-30,198000,,198000,Tanpa Promo
2022-09-30,62000,,62000,Tanpa Promo
2022-09-30,75999,,75999,Tanpa Promo
2022-09-30,66686,,66686,Tanpa Promo
2022-09-30,290000,GRATIS_ONGKIR,285000,Dengan Promo
2022-09-30,96000,,96000,Tanpa Promo
2022-10-01,51200,,51200,Tanpa Promo
2022-10-01,33343,GRATIS_ONGKIR,28343,Dengan Promo
2022-10-01,2000,AWAL_GAJIAN,-13000,Dengan Promo
2022-10-01,479000,,479000,Tanpa Promo
2022-10-01,290982,GRATIS_ONGKIR,285982,Dengan Promo
2022-10-01,581400,AWAL_GAJIAN,566400,Dengan Promo
2022-10-01,193988,AWAL_GAJIAN,178988,Dengan Promo
2022-10-01,129270,AWAL_GAJIAN,114270,Dengan Promo
2022-10-01,197619,,197619,Tanpa Promo
2022-10-01,825000,AWAL_GAJIAN,810000,Dengan Promo
2022-10-01,284000,,284000,Tanpa Promo
2022-10-01,1587000,,1587000,Tanpa Promo
2022-10-01,59280,GRATIS_ONGKIR,54280,Dengan Promo
2022-10-01,159900,AWAL_GAJIAN,144900,Dengan Promo
2022-10-01,347997,AWAL_GAJIAN,332997,Dengan Promo
2022-10-01,77370,AWAL_GAJIAN,62370,Dengan Promo
2022-10-01,111100,AWAL_GAJIAN,96100,Dengan Promo
2022-10-01,639800,,639800,Tanpa Promo
2022-10-01,73000,,73000,Tanpa Promo
2022-10-01,44400,GRATIS_ONGKIR,39400,Dengan Promo
2022-10-01,1300000,AWAL_GAJIAN,1285000,Dengan Promo
2022-10-01,65000,,65000,Tanpa Promo
2022-10-02,45800,,45800,Tanpa Promo
2022-10-02,1690,GRATIS_ONGKIR,-3310,Dengan Promo
2022-10-02,74388,,74388,Tanpa Promo
2022-10-02,125000,GRATIS_ONGKIR,120000,Dengan Promo
2022-10-02,374700,GRATIS_ONGKIR,369700,Dengan Promo
2022-10-02,17500,,17500,Tanpa Promo
2022-10-02,136500,GRATIS_ONGKIR,131500,Dengan Promo
2022-10-02,129000,,129000,Tanpa Promo
2022-10-02,195000,GRATIS_ONGKIR,190000,Dengan Promo
2022-10-02,338000,GRATIS_ONGKIR,333000,Dengan Promo
2022-10-02,278000,GRATIS_ONGKIR,273000,Dengan Promo
2022-10-02,39000,GRATIS_ONGKIR,34000,Dengan Promo
2022-10-02,145360,,145360,Tanpa Promo
2022-10-02,113700,,113700,Tanpa Promo
2022-10-02,4050,GRATIS_ONGKIR,-950,Dengan Promo
2022-10-02,99000,,99000,Tanpa Promo
2022-10-02,84000,GRATIS_ONGKIR,79000,Dengan Promo
2022-10-02,198000,GRATIS_ONGKIR,193000,Dengan Promo
2022-10-02,104000,GRATIS_ONGKIR,99000,Dengan Promo
2022-10-02,207000,,207000,Tanpa Promo
2022-10-02,168300,,168300,Tanpa Promo
2022-10-02,17500,,17500,Tanpa Promo
2022-10-02,399800,,399800,Tanpa Promo
2022-10-02,750000,GRATIS_ONGKIR,745000,Dengan Promo
2022-10-02,10000,,10000,Tanpa Promo
2022-10-02,250000,GRATIS_ONGKIR,245000,Dengan Promo
2022-10-02,260000,,260000,Tanpa Promo
2022-10-02,75900,,75900,Tanpa Promo
2022-10-02,290000,,290000,Tanpa Promo
2022-10-02,85000,GRATIS_ONGKIR,80000,Dengan Promo
2022-10-02,39000,,39000,Tanpa Promo
2022-10-03,4977000,GRATIS_ONGKIR,4972000,Dengan Promo
2022-10-03,53000,GRATIS_ONGKIR,48000,Dengan Promo
2022-10-03,165000,GRATIS_ONGKIR,160000,Dengan Promo
2022-10-03,149650,GRATIS_ONGKIR,144650,Dengan Promo
2022-10-03,96000,,96000,Tanpa Promo
2022-10-03,5491530,GRATIS_ONGKIR,5486530,Dengan Promo
2022-10-03,55200,,55200,Tanpa Promo
2022-10-03,164445,GRATIS_ONGKIR,159445,Dengan Promo
2022-10-03,75000,GRATIS_ONGKIR,70000,Dengan Promo
2022-10-03,321000,GRATIS_ONGKIR,316000,Dengan Promo
2022-10-03,199800,,199800,Tanpa Promo
2022-10-03,390000,GRATIS_ONGKIR,385000,Dengan Promo
2022-10-03,229000,GRATIS_ONGKIR,224000,Dengan Promo
2022-10-03,178322,GRATIS_ONGKIR,173322,Dengan Promo
2022-10-03,30000,,30000,Tanpa Promo
2022-10-03,26888,GRATIS_ONGKIR,21888,Dengan Promo
2022-10-03,199800,,199800,Tanpa Promo
2022-10-03,198000,,198000,Tanpa Promo
2022-10-03,321000,GRATIS_ONGKIR,316000,Dengan Promo
2022-10-03,112000,,112000,Tanpa Promo
2022-10-03,1659000,,1659000,Tanpa Promo
2022-10-03,95776,,95776,Tanpa Promo
2022-10-03,578700,GRATIS_ONGKIR,573700,Dengan Promo
2022-10-03,120000,,120000,Tanpa Promo
2022-10-03,347997,GRATIS_ONGKIR,342997,Dengan Promo
2022-10-03,206664,GRATIS_ONGKIR,201664,Dengan Promo
2022-10-03,1690,,1690,Tanpa Promo
2022-10-03,162500,,162500,Tanpa Promo
2022-10-03,53000,GRATIS_ONGKIR,48000,Dengan Promo
2022-10-03,186000,,186000,Tanpa Promo
2022-10-03,370000,,370000,Tanpa Promo
2022-10-03,4545000,,4545000,Tanpa Promo
2022-10-03,1000,,1000,Tanpa Promo
2022-10-03,555000,GRATIS_ONGKIR,550000,Dengan Promo
2022-10-03,525,GRATIS_ONGKIR,-4475,Dengan Promo
2022-10-03,1320000,GRATIS_ONGKIR,1315000,Dengan Promo
2022-10-03,449000,,449000,Tanpa Promo
2022-10-04,435998,,435998,Tanpa Promo
2022-10-04,267000,,267000,Tanpa Promo
2022-10-04,64000,GRATIS_ONGKIR,59000,Dengan Promo
2022-10-04,50520,GRATIS_ONGKIR,45520,Dengan Promo
2022-10-04,148000,,148000,Tanpa Promo
2022-10-04,125000,GRATIS_ONGKIR,120000,Dengan Promo
2022-10-04,110000,,110000,Tanpa Promo
2022-10-04,100000,,100000,Tanpa Promo
2022-10-04,26000,GRATIS_ONGKIR,21000,Dengan Promo
2022-10-04,581400,GRATIS_ONGKIR,576400,Dengan Promo
2022-10-04,275000,,275000,Tanpa Promo
2022-10-04,128040,GRATIS_ONGKIR,123040,Dengan Promo
2022-10-04,296250,,296250,Tanpa Promo
2022-10-04,197619,,197619,Tanpa Promo
2022-10-04,290000,GRATIS_ONGKIR,285000,Dengan Promo
2022-10-04,54000,GRATIS_ONGKIR,49000,Dengan Promo
2022-10-04,36374,,36374,Tanpa Promo
2022-10-04,442260,,442260,Tanpa Promo
2022-10-04,315000,GRATIS_ONGKIR,310000,Dengan Promo
2022-10-04,119800,,119800,Tanpa Promo
2022-10-04,64500,,64500,Tanpa Promo
2022-10-04,499000,GRATIS_ONGKIR,494000,Dengan Promo
2022-10-04,160000,GRATIS_ONGKIR,155000,Dengan Promo
2022-10-04,198000,GRATIS_ONGKIR,193000,Dengan Promo
2022-10-04,113800,,113800,Tanpa Promo
2022-10-04,138000,GRATIS_ONGKIR,133000,Dengan Promo
2022-10-05,143700,,143700,Tanpa Promo
2022-10-05,837000,GRATIS_ONGKIR,832000,Dengan Promo
2022-10-05,529000,GRATIS_ONGKIR,524000,Dengan Promo
2022-10-05,81000,,81000,Tanpa Promo
2022-10-05,170700,GRATIS_ONGKIR,165700,Dengan Promo
2022-10-05,17900,GRATIS_ONGKIR,12900,Dengan Promo
2022-10-05,567000,,567000,Tanpa Promo
2022-10-05,124900,,124900,Tanpa Promo
2022-10-05,47900,,47900,Tanpa Promo
2022-10-05,140000,GRATIS_ONGKIR,135000,Dengan Promo
2022-10-05,105000,GRATIS_ONGKIR,100000,Dengan Promo
2022-10-05,145360,,145360,Tanpa Promo
2022-10-05,219000,GRATIS_ONGKIR,214000,Dengan Promo
2022-10-05,165000,,165000,Tanpa Promo
2022-10-05,37500,,37500,Tanpa Promo
2022-10-05,106000,,106000,Tanpa Promo
2022-10-05,51682,,51682,Tanpa Promo
2022-10-05,64000,,64000,Tanpa Promo
2022-10-05,47900,,47900,Tanpa Promo
2022-10-05,72500,,72500,Tanpa Promo
2022-10-05,39001,,39001,Tanpa Promo
2022-10-05,130000,,130000,Tanpa Promo
2022-10-05,459998,GRATIS_ONGKIR,454998,Dengan Promo
2022-10-05,72675,GRATIS_ONGKIR,67675,Dengan Promo
2022-10-05,218000,GRATIS_ONGKIR,213000,Dengan Promo
2022-10-05,124000,,124000,Tanpa Promo
2022-10-05,330000,GRATIS_ONGKIR,325000,Dengan Promo
2022-10-05,93300,,93300,Tanpa Promo
2022-10-05,49500,GRATIS_ONGKIR,44500,Dengan Promo
2022-10-05,28500,,28500,Tanpa Promo
2022-10-05,300000,GRATIS_ONGKIR,295000,Dengan Promo
2022-10-06,107000,,107000,Tanpa Promo
2022-10-06,650000,GRATIS_ONGKIR,645000,Dengan Promo
2022-10-06,76000,GRATIS_ONGKIR,71000,Dengan Promo
2022-10-06,23200,,23200,Tanpa Promo
2022-10-06,1990000,GRATIS_ONGKIR,1985000,Dengan Promo
2022-10-06,100029,GRATIS_ONGKIR,95029,Dengan Promo
2022-10-06,138500,,138500,Tanpa Promo
2022-10-06,99750,GRATIS_ONGKIR,94750,Dengan Promo
2022-10-06,88000,GRATIS_ONGKIR,83000,Dengan Promo
2022-10-06,120000,GRATIS_ONGKIR,115000,Dengan Promo
2022-10-06,207800,GRATIS_ONGKIR,202800,Dengan Promo
2022-10-06,25790,,25790,Tanpa Promo
2022-10-06,259000,GRATIS_ONGKIR,254000,Dengan Promo
2022-10-06,318000,,318000,Tanpa Promo
2022-10-06,5700000,,5700000,Tanpa Promo
2022-10-06,650000,GRATIS_ONGKIR,645000,Dengan Promo
2022-10-06,229999,GRATIS_ONGKIR,224999,Dengan Promo
2022-10-06,135140,GRATIS_ONGKIR,130140,Dengan Promo
2022-10-06,318000,,318000,Tanpa Promo
2022-10-06,1659000,GRATIS_ONGKIR,1654000,Dengan Promo
2022-10-06,6150000,GRATIS_ONGKIR,6145000,Dengan Promo
2022-10-06,299997,GRATIS_ONGKIR,294997,Dengan Promo
2022-10-06,89700,,89700,Tanpa Promo
2022-10-06,209700,,209700,Tanpa Promo
2022-10-07,222000,,222000,Tanpa Promo
2022-10-07,29900,,29900,Tanpa Promo
2022-10-07,2050000,,2050000,Tanpa Promo
2022-10-07,3380,GRATIS_ONGKIR,-1620,Dengan Promo
2022-10-07,38000,,38000,Tanpa Promo
2022-10-07,375000,GRATIS_ONGKIR,370000,Dengan Promo
2022-10-07,240000,GRATIS_ONGKIR,235000,Dengan Promo
2022-10-07,61600,,61600,Tanpa Promo
2022-10-07,240000,,240000,Tanpa Promo
2022-10-07,1350000,,1350000,Tanpa Promo
2022-10-07,270200,GRATIS_ONGKIR,265200,Dengan Promo
2022-10-07,72500,GRATIS_ONGKIR,67500,Dengan Promo
2022-10-07,120000,,120000,Tanpa Promo
2022-10-07,157580,GRATIS_ONGKIR,152580,Dengan Promo
2022-10-07,159000,GRATIS_ONGKIR,154000,Dengan Promo
2022-10-07,47000,,47000,Tanpa Promo
2022-10-07,31100,GRATIS_ONGKIR,26100,Dengan Promo
2022-10-07,378000,,378000,Tanpa Promo
2022-10-07,89700,,89700,Tanpa Promo
2022-10-08,1950000,GRATIS_ONGKIR,1945000,Dengan Promo
2022-10-08,165000,GRATIS_ONGKIR,160000,Dengan Promo
2022-10-08,129000,,129000,Tanpa Promo
2022-10-08,94000,GRATIS_ONGKIR,89000,Dengan Promo
2022-10-08,197500,,197500,Tanpa Promo
2022-10-08,960000,GRATIS_ONGKIR,955000,Dengan Promo
2022-10-08,239700,GRATIS_ONGKIR,234700,Dengan Promo
2022-10-08,567000,,567000,Tanpa Promo
2022-10-08,56000,,56000,Tanpa Promo
2022-10-08,5550,,5550,Tanpa Promo
2022-10-08,73998,GRATIS_ONGKIR,68998,Dengan Promo
2022-10-08,119900,GRATIS_ONGKIR,114900,Dengan Promo
2022-10-08,8950,,8950,Tanpa Promo
2022-10-08,140000,GRATIS_ONGKIR,135000,Dengan Promo
2022-10-08,10000,GRATIS_ONGKIR,5000,Dengan Promo
2022-10-08,70500,GRATIS_ONGKIR,65500,Dengan Promo
2022-10-08,179700,,179700,Tanpa Promo
2022-10-08,75000,GRATIS_ONGKIR,70000,Dengan Promo
2022-10-08,70000,,70000,Tanpa Promo
2022-10-08,217999,GRATIS_ONGKIR,212999,Dengan Promo
2022-10-08,495000,GRATIS_ONGKIR,490000,Dengan Promo
2022-10-08,202710,GRATIS_ONGKIR,197710,Dengan Promo
2022-10-08,100000,,100000,Tanpa Promo
2022-10-08,477000,,477000,Tanpa Promo
2022-10-08,72500,GRATIS_ONGKIR,67500,Dengan Promo
2022-10-08,250200,GRATIS_ONGKIR,245200,Dengan Promo
2022-10-08,55000,GRATIS_ONGKIR,50000,Dengan Promo
2022-10-08,615000,,615000,Tanpa Promo
2022-10-08,3340,GRATIS_ONGKIR,-1660,Dengan Promo
2022-10-08,3398000,,3398000,Tanpa Promo
2022-10-09,197619,GRATIS_ONGKIR,192619,Dengan Promo
2022-10-09,360750,GRATIS_ONGKIR,355750,Dengan Promo
2022-10-09,200000,GRATIS_ONGKIR,195000,Dengan Promo
2022-10-09,3299700,,3299700,Tanpa Promo
2022-10-09,477000,,477000,Tanpa Promo
2022-10-09,227700,GRATIS_ONGKIR,222700,Dengan Promo
2022-10-09,84690,,84690,Tanpa Promo
2022-10-09,85000,,85000,Tanpa Promo
2022-10-09,321000,GRATIS_ONGKIR,316000,Dengan Promo
2022-10-09,35000,GRATIS_ONGKIR,30000,Dengan Promo
2022-10-09,20000,GRATIS_ONGKIR,15000,Dengan Promo
2022-10-09,70800,GRATIS_ONGKIR,65800,Dengan Promo
2022-10-09,69900,,69900,Tanpa Promo
2022-10-09,101000,GRATIS_ONGKIR,96000,Dengan Promo
2022-10-09,280000,GRATIS_ONGKIR,275000,Dengan Promo
2022-10-09,109800,GRATIS_ONGKIR,104800,Dengan Promo
2022-10-09,498000,,498000,Tanpa Promo
2022-10-09,59999,,59999,Tanpa Promo
2022-10-09,85000,,85000,Tanpa Promo
2022-10-09,378000,,378000,Tanpa Promo
2022-10-09,653997,,653997,Tanpa Promo
2022-10-09,4545000,GRATIS_ONGKIR,4540000,Dengan Promo
2022-10-09,68888,,68888,Tanpa Promo
2022-10-09,68000,GRATIS_ONGKIR,63000,Dengan Promo
2022-10-10,160000,,160000,Tanpa Promo
2022-10-10,338000,10_10,330500,Dengan Promo
2022-10-10,83980,,83980,Tanpa Promo
2022-10-10,72000,10_10,64500,Dengan Promo
2022-10-10,2920000,,2920000,Tanpa Promo
2022-10-10,675000,,675000,Tanpa Promo
2022-10-10,155046,,155046,Tanpa Promo
2022-10-10,10000,10_10,2500,Dengan Promo
2022-10-10,170000,10_10,162500,Dengan Promo
2022-10-10,80000,,80000,Tanpa Promo
2022-10-10,119800,,119800,Tanpa Promo
2022-10-10,120000,10_10,112500,Dengan Promo
2022-10-10,199000,,199000,Tanpa Promo
2022-10-10,462000,10_10,454500,Dengan Promo
2022-10-10,280000,,280000,Tanpa Promo
2022-10-10,130000,,130000,Tanpa Promo
2022-10-10,53776,,53776,Tanpa Promo
2022-10-10,94500,,94500,Tanpa Promo
2022-10-10,75800,,75800,Tanpa Promo
2022-10-10,79000,10_10,71500,Dengan Promo
2022-10-11,3750,,3750,Tanpa Promo
2022-10-11,128000,GRATIS_ONGKIR,123000,Dengan Promo
2022-10-11,80000,GRATIS_ONGKIR,75000,Dengan Promo
2022-10-11,599998,GRATIS_ONGKIR,594998,Dengan Promo
2022-10-11,299999,,299999,Tanpa Promo
2022-10-11,1796000,,1796000,Tanpa Promo
2022-10-11,207800,GRATIS_ONGKIR,202800,Dengan Promo
2022-10-11,295500,GRATIS_ONGKIR,290500,Dengan Promo
2022-10-11,81000,GRATIS_ONGKIR,76000,Dengan Promo
2022-10-11,19900,,19900,Tanpa Promo
2022-10-11,192900,,192900,Tanpa Promo
2022-10-11,57000,GRATIS_ONGKIR,52000,Dengan Promo
2022-10-11,44400,GRATIS_ONGKIR,39400,Dengan Promo
2022-10-11,36800,,36800,Tanpa Promo
2022-10-11,980000,GRATIS_ONGKIR,975000,Dengan Promo
2022-10-11,298000,GRATIS_ONGKIR,293000,Dengan Promo
2022-10-11,64500,GRATIS_ONGKIR,59500,Dengan Promo
2022-10-11,338000,GRATIS_ONGKIR,333000,Dengan Promo
2022-10-11,3661020,GRATIS_ONGKIR,3656020,Dengan Promo
2022-10-11,169000,,169000,Tanpa Promo
2022-10-11,399998,GRATIS_ONGKIR,394998,Dengan Promo
2022-10-11,137000,GRATIS_ONGKIR,132000,Dengan Promo
2022-10-11,130000,,130000,Tanpa Promo
2022-10-11,159000,GRATIS_ONGKIR,154000,Dengan Promo
2022-10-11,387000,GRATIS_ONGKIR,382000,Dengan Promo
2022-10-12,399998,,399998,Tanpa Promo
2022-10-12,39000,GRATIS_ONGKIR,34000,Dengan Promo
2022-10-12,195000,,195000,Tanpa Promo
2022-10-12,71000,GRATIS_ONGKIR,66000,Dengan Promo
2022-10-12,30000,,30000,Tanpa Promo
2022-10-12,109630,GRATIS_ONGKIR,104630,Dengan Promo
2022-10-12,38000,,38000,Tanpa Promo
2022-10-12,55000,GRATIS_ONGKIR,50000,Dengan Promo
2022-10-12,62000,,62000,Tanpa Promo
2022-10-12,49575,GRATIS_ONGKIR,44575,Dengan Promo
2022-10-12,254070,,254070,Tanpa Promo
2022-10-12,9748,GRATIS_ONGKIR,4748,Dengan Promo
2022-10-12,1950000,GRATIS_ONGKIR,1945000,Dengan Promo
2022-10-12,19425,GRATIS_ONGKIR,14425,Dengan Promo
2022-10-12,49575,GRATIS_ONGKIR,44575,Dengan Promo
2022-10-12,379800,GRATIS_ONGKIR,374800,Dengan Promo
2022-10-12,506250,GRATIS_ONGKIR,501250,Dengan Promo
2022-10-12,899997,GRATIS_ONGKIR,894997,Dengan Promo
2022-10-12,130000,,130000,Tanpa Promo
2022-10-12,48450,,48450,Tanpa Promo
2022-10-12,358000,GRATIS_ONGKIR,353000,Dengan Promo
2022-10-12,155000,,155000,Tanpa Promo
2022-10-12,189900,,189900,Tanpa Promo
2022-10-12,299800,,299800,Tanpa Promo
2022-10-12,318000,GRATIS_ONGKIR,313000,Dengan Promo
2022-10-12,65700,,65700,Tanpa Promo
2022-10-12,135000,GRATIS_ONGKIR,130000,Dengan Promo
2022-10-12,95000,GRATIS_ONGKIR,90000,Dengan Promo
2022-10-13,299300,GRATIS_ONGKIR,294300,Dengan Promo
2022-10-13,410000,GRATIS_ONGKIR,405000,Dengan Promo
2022-10-13,218000,GRATIS_ONGKIR,213000,Dengan Promo
2022-10-13,29600,GRATIS_ONGKIR,24600,Dengan Promo
2022-10-13,148725,GRATIS_ONGKIR,143725,Dengan Promo
2022-10-13,262240,,262240,Tanpa Promo
2022-10-13,68700,,68700,Tanpa Promo
2022-10-13,199900,GRATIS_ONGKIR,194900,Dengan Promo
2022-10-13,170000,GRATIS_ONGKIR,165000,Dengan Promo
2022-10-13,780000,GRATIS_ONGKIR,775000,Dengan Promo
2022-10-13,495000,,495000,Tanpa Promo
2022-10-13,1990000,,1990000,Tanpa Promo
2022-10-13,10650000,GRATIS_ONGKIR,10645000,Dengan Promo
2022-10-13,205000,GRATIS_ONGKIR,200000,Dengan Promo
2022-10-13,92000,,92000,Tanpa Promo
2022-10-13,30999,,30999,Tanpa Promo
2022-10-13,194700,GRATIS_ONGKIR,189700,Dengan Promo
2022-10-13,41990,GRATIS_ONGKIR,36990,Dengan Promo
2022-10-13,480000,,480000,Tanpa Promo
2022-10-13,149000,GRATIS_ONGKIR,144000,Dengan Promo
2022-10-13,290000,,290000,Tanpa Promo
2022-10-14,330000,GRATIS_ONGKIR,325000,Dengan Promo
2022-10-14,300000,,300000,Tanpa Promo
2022-10-14,550000,GRATIS_ONGKIR,545000,Dengan Promo
2022-10-14,21000,,21000,Tanpa Promo
2022-10-14,130000,,130000,Tanpa Promo
2022-10-14,197500,,197500,Tanpa Promo
2022-10-14,319900,GRATIS_ONGKIR,314900,Dengan Promo
2022-10-14,113700,,113700,Tanpa Promo
2022-10-14,80000,GRATIS_ONGKIR,75000,Dengan Promo
2022-10-14,323998,,323998,Tanpa Promo
2022-10-14,20000,,20000,Tanpa Promo
2022-10-14,3300040,,3300040,Tanpa Promo
2022-10-14,195000,,195000,Tanpa Promo
2022-10-14,64000,,64000,Tanpa Promo
2022-10-14,49500,GRATIS_ONGKIR,44500,Dengan Promo
2022-10-14,136500,GRATIS_ONGKIR,131500,Dengan Promo
2022-10-14,164700,,164700,Tanpa Promo
2022-10-14,96000,GRATIS_ONGKIR,91000,Dengan Promo
2022-10-14,195000,,195000,Tanpa Promo
2022-10-14,130000,GRATIS_ONGKIR,125000,Dengan Promo
2022-10-14,185000,GRATIS_ONGKIR,180000,Dengan Promo
2022-10-14,92997,,92997,Tanpa Promo
2022-10-14,675000,,675000,Tanpa Promo
2022-10-15,10000,GRATIS_ONGKIR,5000,Dengan Promo
2022-10-15,507000,GRATIS_ONGKIR,502000,Dengan Promo
2022-10-15,265500,,265500,Tanpa Promo
2022-10-15,1439000,GRATIS_ONGKIR,1434000,Dengan Promo
2022-10-15,537000,,537000,Tanpa Promo
2022-10-15,6150000,,6150000,Tanpa Promo
2022-10-15,356644,,356644,Tanpa Promo
2022-10-15,206664,,206664,Tanpa Promo
2022-10-15,477000,,477000,Tanpa Promo
2022-10-15,458000,GRATIS_ONGKIR,453000,Dengan Promo
2022-10-15,45900,,45900,Tanpa Promo
2022-10-15,375000,,375000,Tanpa Promo
2022-10-15,37500,GRATIS_ONGKIR,32500,Dengan Promo
2022-10-15,68000,,68000,Tanpa Promo
2022-10-15,260000,,260000,Tanpa Promo
2022-10-15,199000,,199000,Tanpa Promo
2022-10-15,278000,GRATIS_ONGKIR,273000,Dengan Promo
2022-10-15,207000,,207000,Tanpa Promo
2022-10-15,450000,,450000,Tanpa Promo
2022-10-15,189900,,189900,Tanpa Promo
2022-10-15,397500,,397500,Tanpa Promo
2022-10-15,415000,GRATIS_ONGKIR,410000,Dengan Promo
2022-10-16,79800,,79800,Tanpa Promo
